"","klasifikasi","score","text"
"428","Positif",1,"temya luas  sejuk   area candi nya aja  s"
"429","Netral",0," kota jogja dadicadengan bus trans jogja jalur a turun  halte banan  jalan kaki   menit  u masuknya harga tiket bus trans   harga tiket masuk candi banan k weekday  umi areanya "
"430","Positif",3,"destinasi wisata  dikelola  esional menyajikan alaman taman kelas dunia  kearifan lokal indonesia  dikelola   temya  raan bersih "
"431","Netral",0,"pengalaman  indah  damelihat  langsung  daban  jaman  "
"432","Positif",3,"hotel nya nyaman adem  kolam renangnya makanan nya enak jugaservice mantap"
"433","Netral",0," tetadi temtujuan      anak mengenal sejarah"
"434","Positif",2,"bagus banget candinya better klo  kesini sih  siang gilaaa snya gak wajar wajib  ng sih"
"435","Negatif",-1,"seru   menyenangkan mengenal salah  situs budaya indonesia  yg  "
"436","Positif",2,"temyg  beristirahat  suasana sejuk dibawah honan  menikmati ndangan candi banan"
"437","Positif",2,"masha allah tabarakallah alhamdulillah  diizinkan mengenal sejarah candi prambanan"
"438","Netral",0,"objek wisata yg  ler berkalikali nonton konser  prambanan  menyenangkan"
"439","Positif",1,"tiket masuk dewasa rb ank thn rb"
"440","Negatif",-1,"salah  nggalan budaya  sejarah yg    lestarikan"
"441","Positif",1,"jalanan malioboro temyang teuntuk menghabiskan uang jajan  memleh exence"
"442","Netral",0,"candi hindu termegah  aset budaya n sejarah bangsa indonesia "
"443","Negatif",-1,"dewasa k anak   disayangkan  tahakonstruksi  gk    kawasan candinya"
"444","Positif",3,"prambanan   indah taan ruang yg bagus  unjung  nyaman"
"445","Positif",2,"postingan  liburan  emi    mohon maaf telat ngasih ulasan taalo foto  emang te  en kesini  bawa baby  udah a anak  alhamdulillah  "
"446","Positif",1,"udah gax  masuk candi    lihat sekitaran  candi"
"447","Netral",0,"ckguswatnycmn skrg sygny gk dbolhin msk candiny"
"448","Positif",2,"candi prambanan merun situs warisan budaya jawa d indonesia merun heritage kebanggaan bangsa indonesia ayo  prambanan"
"449","Positif",1,"candi nan indah   sejarah  melegenda  tanah jawa "
"450","Positif",1,"magnificent grande tiketnya saranku beli  aasi travel deh lumayan diskon rebu  "
"451","Positif",2,"one of the most recommended es for visiting in jogja  indah  luas tyang  informatif   njuk  informasi "
"452","Netral",0,"temwisata ejarah yg menarik utk dikunjungi  "
"453","Positif",4,"pengelolaan temwisata esional     covid unjung diharatuk menaati okol kesehatan  desebelum u masuk  disediakan temcuci tangan  k elola harga tiket masuk "
"454","Positif",2,"parkirnya aman sfoto  bagus  gelato  arah u  museum"
"455","Negatif",-1," kali  kesini        bahan"
"456","Positif",1,"candi  luas  megah museum   informatif  x kesini"
"457","Positif",1,"destinasi wisata wajib kalo  jogya  menghargai nggalan leluhur "
"458","Positif",1,"asik kalo sore  kesini  konser dewa keren euy"
"459","Negatif",-1,"ga ah bosen sih kesiniii pas   event mandiri jogmar"
"460","Negatif",-1,"salah  nggalan sejarah   terawati kesini   bazaman "
"461","Positif",1,"warisan leluhur yg   jaga setadah  bersih"
"462","Positif",2,"bagus loh temya     covid      candi cuaca s banget  rekomend kalo  kesana sorean aja deh biar ga silau  udara sejuk "
"463","Positif",1,"salah  destinasi  kab klaten jawatengah candi banan  ledari cerita legenda roro jonggrang parkir luas tiket masuk k dewasa k anak okol kesehatan ketat "
"464","Positif",2," kesana cuacanya teduh  s nyaman  berkeliling  keindahan temtersebut"
"465","Netral",0,"temyang menyenangkan   n  keluarga"
"466","Positif",1,"temyang bagus  edukasi jar    informasiinformasi  sejarah bangunan daban dsb  candi prambanan "
"467","Positif",1,"yg gak tahan s mending bawa ng"
"468","Positif",1,"udh kesekian kali kesini  sembikin reviewnya    juli      viewnya  bagus     seokasinya jg  ga s s bgt cocok  lari   dalemnya  "
"469","Netral",0," menarik  temdestinasi  dadikunjungi  candi"
"470","Positif",2,"     bangun  ya lumayan keren suasanya bersih "
"471","Positif",2,"temya rekomendasi  enalan sejarah  anakanak sekolah rekomendasi   temrekreasi bareng keluarga rekan kerja  rekan organisasi   larangan membawa makanan  minuman      "
"472","Positif",1,"lokasi mudah terjangkau parkiran luas lokasi bersih  s  membawa ng   ewaan ng  rbuah    beberaahana mainan  museum "
"473","Positif",1,"well  hamkelima kalinya main kesini to be honest temya luas ir  roda emjuga tersedia harga tiket masuk  soso "
"474","Negatif",-1,"salah  objek wisata  wajib  datangi  berkunjung  jogja  candi prambananataucandi roro jonggrangbahasa "
"475","Positif",1,"candi banangak lengka jogja kalo gak mamke candi  guys  lokasinya gam   giran jalan utama   akses u masuk iran parkirannya luas  gak sulit  temuin lahan ir kosong  mobil "
"476","Netral",0," kesini  lukutan wahana  yg   mbayar "
"477","Positif",1,"baguss banget looh tyang blm dibuka    ak candi"
"478","Netral",0,"wisata  belajar sejarah cukungan ribu    nikmati warisan sejarah   luawa ng "
"479","Positif",1,"keren bgt   lg  aikan beberaandi diluarnya"
"480","Positif",4,"tiket masuk  murah  utk wisatawan    biaya tiket masuk kdewasa kanak  ir kendaraan kmobil keliling candi banan     sfoto terbaik "
"481","Positif",1,"viewnya bagus tiket masuknya r"
"482","Positif",2,"bersih  masuk nya dibatasisdk  ramaiada banan jazz festival jg "
"483","Netral",0,"belajar ttg nggalan sejarah   informasi ttg sejarah candi hindu  indonesia tr swa foto jg keren  area   dr candi teman  menemukan ewaan  otodlsb beli karcis  yaa   "
"484","Netral",0,"kawasannya  tertata mudahan candi     direstorasi sei "
"485","Netral",0," kesinih seinya   kemarin harga masuknya orang  ribu   coba i tour guide harganya  rbu lumayan   bantu "
"486","Netral",0," bangunan    runtuh miris   unjung   larang utk diduduki tsih ajah  yg bandel tiketnya k  libur seru banget   konser  lamamang meriah  siang wajib "
"487","Negatif",-1," tahanovasi  kesini saran kalo kesini  sandal yg nyaman  jalan "
"488","Positif",2,"htm k   foto cman gk  masuk banget  dalem"
"489","Netral",0,"salah  temwisata bersejarah yg  dikunjungi  harga tiket korang ya   terusan  ratu boko korang  tersedia ayaran qris   membantu     masuk  kawasan candi ta"
"490","Netral",0,"temyg bagustaayang sammasih berserakan   tertib unjung nya"
"491","Netral",0,"peninggalan sejarah yg   mahakarya leluhur"
"492","Positif",1,"lokasi  gir jalan mudah ditemukan htm lokal dewasa k anak thn   k htm wna beda   tau brokasinya luas  bersih   feeding animalsnya   terawat "
"493","Positif",1,"temdestinasi wisata   bagus  sfoto  sejarah  menarik  candi prambanan "
"494","Netral",0,"biars taenyenangkan berkunjung  candi prambanan"
"495","Positif",1,"bagus  edukasi    lestarikan cagar budaya bangsa"
"496","Netral",0,"kehujanan   diak prambanan   seru"
"497","Positif",1,"koms candi yg  luas  borobudur    banan candi sewu candi lumbung dll"
"498","Positif",3," samjuga   ramai  yg berwisata  candi prambanan iran luas  harga tiket rrborg toilet  tersedia  mesti dibenahi    beberag drainasenya mamdan airnya tdk tersedia "
"499","Positif",1," note this  kawasan prambanan  luaskarena terdabanyak candi baiknya i kendaraan  keliling kunjungi candinya  mobil golf   lan kaki btw sayang   coba      "
"500","Netral",0,"jalan  banan  cakerja lumayan s karna berangkat siang   bagus jalan   sore"
"501","Positif",3,"kesini  acara karya wisata sekolah   temya luas  bersih   ual souvenir maukuliner khas jogja  jawa   kesini  sma  da tugas  guru bahasa inggris  berfoto  turis"
"502","Negatif",-1,"ketiga kalinya   taaru kali  datangnya week day  ga h  jalan leluasa temir luas  turunkeluar  mobil langsung   nawari sewa ng rb senya    nawarin t  candicandi  banan  jeea  rb  rb  mobil"
"503","Netral",0,"sukaaaa dr iran sdh  ewaan ng  u  candi roro jonggrang  bbrndaraan yg  disewa mobil golf tayo skuter  tandem "
"504","Negatif",-1,"seru ca kenadk i kain "
"505","Positif",2,"candi prambanan  komnya  luas   nggalan candi  kerajaan mataram kuno   temuntuk belajar  kebesaran  kerajaan  berjaya     fasilitas  lengkaahkan  kebutuhan erita khusus   disediakan "
"506","Positif",2,"temyang bagus sayang       candi nya   saran    duit    beli tiket   mobil golf  "
"507","Positif",1,"bagus utk  sejarah ttg roro mendut"
"508","Positif",1,"temwisata yg musti dicobamenawarkan warisan sejarah yg u  tuk generasi mudatiket masuknya rb tuk dewasa   rb tuk anak dibawah  tahuntemya bersihdg es yg ketatoya jgn luembawa ng ala "
"509","Netral",0,"tolong toiletnya  diatikan kebersihan  kenyamanannya toilet r    harga tiket wisatawan asing  harga  dafree cold mineral water   merchandise key chain  sejenisnya"
"510","Negatif",-3,"salah  destinasi wisata  menarik cocok   usia salah  cagar budaya yg   jaga salah  temwisata edukasi yg t  jari    lestarikan   syukuri kemegahannya yg menarik wisatawan dr  negara  berkunjung"
"511","Positif",3,"prambanan    indahnya sayang   diolehkan masuk   kuil candinya rute kesana  mudah  cuaca terik     nyaman selebihnya   makanan  cafe prambanan  terletak   koms candi  cukuak"
"512","Positif",2,"prambanan temis great   senang   betaenakjubkannya mahakarya  komnya  luas  sia air minum  makanan  cuku    membeli jamu  tersedia   minuman   informasi  dimasukkan   kategori do  ajang ombaan dunia  "
"513","Netral",0,"temya  luas  htm dewasa  ribu protokol kesehatan cukuik    terdacandicandi  taalau jalan kaki      wahanawahana sei han kursi gantung  layang   rusarusa    makan"
"514","Netral",0," nyaman  weekday  keliling  santai tananyak orang"
"515","Positif",4,"temini  bagus  situs berlibur  belajar   wisata  keluarga lokasinya  luas  membutuhkan  tenaga  menikmati  candi      berkunjung  "
"516","Positif",4," ama  prambanan bagus banget siatenaga ya  temya luas banget bayar tiket masuk  candi prambanan rb taalau    candi ratu boko temsyuting film aadc bayar tiket terusan rb   diantar  mobil golf wkkw"
"517","Negatif",-1,"candi prambanan merun temwisata bersejarah  wajib dikunjungi ng   seumur hiduta  candi borobudur candi   salah  keajaiban dunia  terletak  gir jalan  lintas jogjasolo  "
"518","Negatif",-1,"salah  obyek wisata bersejarah  jogja bagusnya  bener klo kesini  ramai unjung klo siangan ramai  s tersedia rental ng  iran parkiran luas toilet musholah tersedia klo high season  antrian  ngg  "
"519","Positif",1," situs warisan unesco candi terbesar  indonesia  terindah  asia tenggara   turis mancanegara  "
"520","Netral",0,"sei   candi yg  semalam unbelievable"
"521","Negatif",-1,"  sediakan kendaraan sei kereta wisata   lansia   caberjalan "
"522","Positif",1,"  energi yg tif  berkunjung  candi prambanan"
"523","Netral",0," damengetahui betaebatnya leluhur kitabetandahnya maha karya leluhur "
"524","Positif",2,"candi nggalan  lamyg  megah  anggun berdiri tegak  suata  yg tammewah  gagah candi prambanan  terawat    fasilitas yg cukumadai  suasana yg cukuaman  "
"525","Netral",0,"temdestinasi wisata  bagus weekend  keluarga walodi candi tadk  s krna bnyak    dr u exit  lihat hewan hewan   disana si rusa kambing gunung merak burung kasuari  r kusus belanaja  "
"526","Netral",0,"  banan h i mobil aja jauuh keliling nya ca taeneng"
"527","Negatif",-2,"  senang   belajar  sejarah  reruntuhan   disusun  seinya halnya diwisata candi borobudur  lelah berkeliling  diwajibkan melewati kumn  gang cukumbuat kesal"
"528","Positif",1,"cajg berkeliling banan yg   luas tnang  "
"529","Netral",0,"bagus  wisata budaya  luembawa toayung baju tangan ang  cuaca  terik   temuntuk berteduh sia stamina  jalannya    akses u keluarnya"
"530","Positif",2,"salah  situs kekayaan budaya indonesia  t dikunjungi   jogja  terawat   bersih  nyaman diang cocok  mengisi  liburan  keluarga  teman jadikan alaman liburan berkesan "
"531","Positif",1,"peninggalan kerajaan hindu abad       nikmati dizaman  keren "
"532","Positif",2,"nyaman  bersih pas  wisata  belajar sejarah"
"533","Positif",1,"temya  terjaga keasriannya  bersih taolong tambahkan  gas olinya    kesana beberaengunjung  keatas candi  foto    tulisannya   dinaiki"
"534","Positif",2,"temya bagus luas udaranya s banget taangan khawatir disana   menyediakan ng  disewa harganya rb sayang  candi  rusak karna gemd  yg   tahameliharaan"
"535","Positif",3,"indah temnya walausedih   masuk kedalam candi bersyukur     prambanan   masuk   candi mobil keliling berbeda  cm  candi yg  singgahi kalo  saran    "
"536","Netral",0,"prambanan  semoga  terjaga  tetarakyat harga tiket masuknya"
"537","Positif",2,"temh  keindahan sejarahnya  menakjubkan kemegahan bangunan candinya"
"538","Negatif",-1,"temya bagus taanyak candi  rusak sak sak jalan kakinya jauuuhhhhhh bgt   betisku udah kaya binaragawan menggedeee "
"539","Positif",3,"temwisata sejarah   membosankan enak  bawa anak belajar  nggalan   parkir luas temmembeli makanan   tersedia "
"540","Netral",0,"candi prambanan   indah  eksotis  salah  tujuan wisata  seru banget kalo kesini ya mengagumi karya  "
"541","Netral",0," turisnya area candinya  sbnaernya terh sm yg blakangggg  gk sanggulan trana  mahal sewa ng k s bgttt tanginnya kayak  ai jgn cemas"
"542","Positif",1,"temwisata edukasi  cocok   bersantai  keluarga"
"543","Positif",1," kenaeneng banget berkunjung  tem cagar budaya sei  agi banan terawat  "
"544","Negatif",-1," ah bosan kesini setialanjalan  yogyakarta i  singgah liburannya kesini  udah beberaali kesini taasih   dijalanin   yg dikit   berkembang  candi prambanan   temsfoto "
"545","Positif",6," temjelas luas banget irannya luas  harga tiket berhubung  rombongan   bayar  ribu ru petugas   ramah ramah banget mencerminkan orang jogja banget   candi banan  a "
"546","Negatif",-1,"ruarrr  salah  aset rintah beruangunan akala wajib dirawat  hara dgn   sbg unjung berkewajiban utk menjaga  mematuhi aturan yg berlaku  lokasi"
"547","Positif",1," lengkasanya kalo  jogja   mengunjungi salah  situs sejarah   tiket masuknya  weekend   ribu ru  maksimal masuk kesana  l   candi   dienankan masuk "
"548","Positif",1," candi prambanan    orang     ah mengunjungi   toko sekitarbya  ual cobek batu asli batu  berkualitas bagus  harga  miring"
"549","Positif",3,"lokasinya nyaman  bersih cocok  keluarga"
"550","Netral",0,"alhamdulillah  menginjak  kaki disinidlu   baca sejarah nya dbuku jaranlihat gambar nya dibuku doank hehe  salam ntau minang "
"551","Positif",1,"kalo berkunjung  jogja  mamke candi prambanan agi  berwisata  keluarga temnya bersih  cerita sejarah   disaman  anak udaranya sejuk surecommended to visit "
"552","Positif",1," orang  temini candi prambanan  salah  destinasi wisata    jawa timur  yanan  ramah  temyang indah   jadikan foto bareng atauselfi  luita  damenambah "
"553","Positif",1,"semin ie   memwaktu ng sebaguss  indah bgttt next    lg "
"554","Positif",1," kesana  jumat jd berasa ate wisata ahaha  menikmati moment disana wisata dgn htm termahal   jogja kemarin dhn htm korg   "
"555","Positif",1,"assalamualaikum kemarin kesini tanggal  agustus  alhamdulillah  motor   hotel kesini  sekitaran  jam "
"556","Positif",1,"tembersih  menambah etahuan anak "
"557","Netral",0,"more information senin  oktober   tiari senin  pembersihan   candi dihalaman  gak  dinaikin "
"558","Positif",2,"biaya  ribu  dewasa biaya  ribu  anak anak diatas   "
"559","Netral",0,"bersih rama   liburan anak sekolah kesini  rangka nonton banan jazz festival  tiket yg dijual kayanya  bgt ya jd stage keliatan te dr kursi blkg"
"560","Netral",0," indah   berkunjung   aikan unjung tidah    candi kekurangan jalan    memutar tanda angkutan masal yg tersedia"
"561","Positif",1,"situs akala   bagus menyimnilai sejarah tersendiri  memiliki legendanya "
"562","Positif",2," cin  sungguh menakjubkan situs  hebat   bangun  zaman "
"563","Positif",3,"cagar budaya kebanggaan seandainya museum   lokasi desebelum  candi  menambah alaman     diteman  arah    dilewati unjung sayang    info   dida"
"564","Netral",0,"sensasi tersendiri  berkunjung  candi prambanan  sore "
"565","Positif",1,"asrinyaman   sekedar jalan lingkungan tenang  bersih"
"566","Positif",1," masuk   barengannya hehe kemarin barengannya  diajak   sakit video sam gerbang"
"567","Netral",0,"wisata candi temibadah umat hindu  berian yg sokarena  temwisata  jg temibadah"
"568","Positif",2,"candi prambanan  candi roro jonggrang  koms candi hindu terbesar  indonesia  dibangun  abad  masehi candi  diembahkan  trimurti  dewa utama hindu  brahma  dewa iwisnu  dewa lihara  siwa  dewa snah"
"569","Positif",1,"a heritage candi  megah salah  nggalan sejarah  arsitek terbaik  jamanya  nyaman dikunjungi sore   berkunjung  banan  luntuk mengunjungi candi  nya   candi banan  murah membeli tiket two way triambanan  candi ratu boko"
"570","Positif",2,"kom candi  luas tembelajar sejarah  menyenangkan diu  ndu wisata   beralaman  menambah etahuan  terkait candi banan"
"571","Negatif",-2," kesini   blom  bahan    cukunyak bahan sih"
"572","Positif",1,"taman wisata candi terler  kota jogja   selimuti cerita misteri turun temurun area taman yg  luas  lahan ir  sulebar menjadikan destinasi    nyaman  kunjungi"
"573","Netral",0,"mengenalkan sejarah  anak  "
"574","Netral",0," kali  siniwaktu ama  kirax      dimasuki candixnya tetaetelah  wabah   kalinya      diizin  masuk   candi"
"575","Positif",1,"pas kesana kebagian hujan taeteru "
"576","Positif",6,"situs  bagus nan indah disertai panorama keindahan candi yg jarang   temui  taen  cocok  utk edukasi belajar  menambah wawasan   budaya leluhur "
"577","Positif",2,"candi  jaraknya  menit  kota jogja candi hindu terbesar  indonesia terletak  jogja  jateng   atasan kalo kesini disarankan bawa totau ng  kalo siang s banget"
"578","Positif",4,"lumayan luas kalo    bagusnya    view nya bagus    kalo sore  candi nya membelakangi matahari jd  gelalau ambil dr u   masuk candi  kalo kesini jgn luawa masker krn "
"579","Positif",1,"candi prambanan merun candi hindu terbesar  indonesia bentuk candi  megah menjulang   takjub  kehebatan uatnya   keliling  menyewa golf car saran   kesini sore  ndangan senja "
"580","Positif",1,"    orang i  candi sewu  temkeren banget  udah  x      sore tetenaass  pelayanan bagus  bersih  resto    mahaaaalll  mushola      iran kotor"
"581","Positif",2," emi yanan cukurbeda sebwlum masuk loket  cek suhu  cuci tangan  kom candi    candicandi suasana  sean mobil  suka muter terbatas"
"582","Positif",3,"temyang bagus  mengenang sejarah indonesia    sayang  kesini   tahamugaran beberareanya semoga  hasilnya bagus  damemahankan kondisi candi  tetai  taena"
"583","Negatif",-2,"salah  situs candi  view  landscaang cantik    musti kesini   manfaatkan moment  han view  sisi mengambil foto     disisi yg mainstream dgn orang      mendaangle foto yg cantik    yg  "
"584","Negatif",-3,"candi prambanan massa emik   unjung  masuk kedalam arca  kwatirkan  rusak   orang   bertanggujawab  membawa bom dll  candi   jaga kelestarian ya  anak cucu   "
"585","Netral",0," sekedar info        candi"
"586","Netral",0,"sejarah kerajaan indonesia  memna  ndangan candi  temyang terawat   temyang bagus  salah  elajaran sejarah indonesia"
"587","Negatif",-1," sei    smsana  kesini      wisatawan asing  lokal   ketemu bule belajar bahasa inggris  kesini  "
"588","Netral",0,"temyang  a cerita tersendiri setiaya kesini"
"589","Positif",2,"candinya bagus tyang biaya masuknya   aja skrng terkesan  komersil sih "
"590","Positif",2,"bagus bgt  wisata  belajar mengenalkan anak  sejarah budaya indonesia abad   tiket masuk nya rb  dewasa  anak rb   bs jg beli tiket terusan  borobudur  candi ratu boko kalo tiket terusan rbdewasa anakrb"
"591","Positif",3,"gak  berkatakata  sih  i kagum banget cuaca s     mendukung  foto keindahan candi  langit biru   berawan bikin  betah berlamalama disana"
"592","Negatif",-2," tau kalo banan  salah  candi ebaran agama hindu  budha not just hindutg utk skrg ga  masuksama sei borobudur"
"593","Positif",3,"kaget  masuk tiket nya mahal banget ribu  wisatawan lokal sei  hikshiks    mahal      mengunjungi temwisata sejarah  ramah lingkungan"
"594","Positif",1,"terimakasih prambanan  twc   mensut  mengizinkan  mengadakan event bergengsi jambore nasional mercedes benz   temyang    mamenam ribuan kendaraan    kesan   terlun"
"595","Positif",3," taman nya bagus agi  bersantai menikmati momen rekomended   liburan  daview yg bagus  daetahuan   berkunjung  luasuk museum nya  yaa  "
"596","Netral",0,"kesini snya agustus ik sekolahan"
"597","Positif",2,"bagus sihcuma u ektra stamina  mengitari area  ir u masuk samkeluar  "
"598","Netral",0,"amazing candinya  terawat  tembermain  "
"599","Netral",0,"destinasi wisata  yogyakarta  menawarkan view bangunan candi    diadakan festival sei prambanan jazz  konser konser musik    konser westlife tour "
"600","Positif",2,"candi prambanan  candi roro jonggrang  koms candi hindu terbesar  indonesia  dibangun  abad  masehi candi  diembahkan  trimurti  dewa utama hindu  dewa brahma  dewa idewa wisnu  dewa lihara  dewa siwa  dewa snah"
"601","Negatif",-1,"menyenangkan   prambanan tour guidenya  informatif  elasan  sejarah candi prambanan berdasarkan fakta  mitos tersedia kendaraan  keliling candi  ga capek"
"602","Netral",0,"heritagekebanggaan negeri yg   indahnya"
"603","Netral",0,"prambanan temviewed from the rama shinta garden resto"
"604","Positif",1,"membutuhkan temteduh    menikmati ndangan   candi prambanan"
"605","Positif",1,"pas ama liat candi  si waww banget  diluar ekssi kirain  candinya  aja ts lihat masyaalloh takjungett  bner indah  megah banget klo ga salah   candi  yg   candi utamanya yg bsa dimasukin "
"606","Positif",3,"pintu masuk candi prambanan  tiket elektronik  unjung tertib memasuki area candi  u  terdaual souvenir kebanyakan kaos  kerajinan tangan"
"607","Positif",1,"keren  next time i en dateng kesini   "
"608","Negatif",-1,"pertamanya  prambanan  bertahun hidu jogja  main  jogja    trans jogja dr malioborobanan jalur a tiket rorang  trans jogja turun terminal banan ngnya jg  tiket masu "
"609","Positif",1,"temwisata sejarah  edukasi  bagus kenyamanan mushola  toilet   temir mohon ditingkatkan lgkrn     lokasi  air kran   air"
"610","Positif",1,"prabanan  bagus     lokasi   mudah  temukan  ah seengunjung     klo kesini  sore  biar dair yg adem  cuaca  adem"
"611","Positif",1,"lingkungan bersih tertata  asri kalo  jogja wajib singgah kesini"
"612","Positif",1," normal unjung rame banget agi holiday season"
"613","Negatif",-1,"  acara prambanan jazz   liburan sekolah  ramai "
"614","Positif",3," indah  sayang   berkunjung    ptkm karna    masuk kedalam are candi banan mauboko    halaman candi   sabar yah samasa eminya   membaik"
"615","Positif",2,"bagus temya asri  foto jg bagus "
"616","Netral",0,"tiket lokal k pas kesini hujan lebat semmati listrik  nunggu   beli tiketnya ga  liat   setiandi nya"
"617","Positif",4,"biaya masuk k jam osional  saml   pandemi suasananya enak bersih      sedia ng yah   siang terik banget good place in yogyakarta"
"618","Negatif",-1,"candi h na misteri  nilai historis terletak     jalan utama menjadikannya  destinasi wisata   target utama"
"619","Positif",1,"main  prambanan    lalusangat bersih protokol kesehatan   higienis  sarana didalam  nyaman  asri  menyejukkan mata"
"620","Positif",1,"candi nggalan daban umat hindu terbesar  ah dibangun kerajaan jawa kuno  n rimbun disana  berteduh  wahananya "
"621","Negatif",-1," corona   masuk     senin  main  area candi  yogyakarta   senin ya walauada komasi kereta gratis  keliling area   worthit   ewaan   "
"622","Negatif",-2,"warisan sejarah bangsa  cikarya  kerajaan    u dijaga  dilestarikan    bangsa memiliki warisan yg memiliki nilai seni  nilai sejarah  begiru "
"623","Positif",1,"candi dirawat   tour guide nya ramah   temnya sejuk"
"624","Positif",1,"skrg sdh  batasi tdk   area candi sebatas  taran "
"625","Positif",3,"kirain   borobudur  ir nya murahheheheh kesini kemarin  mandiri yogya marathon  agustus  lokasinya bersih  rame wisatawan masuk gratis  tia hehehd"
"626","Positif",1,"salah  wisata   dikunjungi   jawa  walaubaru ama kali kesini zaman smp ituga  taatisfied banget pengen kesini  taaya   kesemn   muncul pengen exe "
"627","Positif",2,"candi prambanan   jl raya yogyakarta  solo   menit  t kota yogyakarta biaya masuk candi prambanan  rborang  emi  candi banan menera sistem okol  disi candi prambanan "
"628","Netral",0,"kereeeeeennnnn candinya hiburan after eaccess meeting in scu"
"629","Netral",0," jalan olahraga menikmati ndangan"
"630","Netral",0,"wow just wow amazing enggalan sejarah budaya indonesia  "
"631","Positif",2,"candi nya bagus  kerenbanyak turist    karna saran  sei akurecomended banget      jogja  dateng kesini"
"632","Netral",0,"temyang  menarik   berkunjung  jogjakarta  berfoto  melet  jngan luaat ng mamke temoleh banan  harganya  murah"
"633","Netral",0,"candi yg    dikelilingi ndangan sawah nan hijau    candi   keliling  banannice e"
"634","Netral",0,"temyg cocok dikunjungi  jalan santai   kesini  jam set  sore  cuacanya bersahabat   merasakan teriknya matahari"
"635","Netral",0,"sfoto keren rnya  jual  souvenir  khas jogja   yg jual kuliner dawet  l   layang jual cobek asli batu nb  ar menawar  daharga  miring ya  "
"636","Positif",1,"temyg bagus  menyenangkan harga tiket relatif murah"
"637","Netral",0,"harga tiket masuk rb terusan  borobudur rb didalamnya   mini kebun binatang  kasuari rusa merak  kambing"
"638","Positif",3,"temya cozy banget  suasana malamnya indah banget"
"639","Positif",2,"situs budaya nggalan agama hindu   as  dikunjungi temya  bersih indah  ndangan candi yg megah"
"640","Positif",3,"candi prambanan indahz luas   saran     senin bilang  masuk   area candi  akalau senin area candi   ditengah   diakses   ersihan  rutin setiari senin"
"641","Positif",3,"  samekarang ga ah bosen   prambanan tembersejarah   ngasih  jaran biaya masuk  ribu  mutermuter senya protokol kesehatan   emi  bagus kalo  nyari temfoto    syang  dii"
"642","Positif",3," u diragukan  kecantikan koms candi prambanan  nta  kmat kemegahan  candi       mengunjungi  candinya  tiadut   candi nya  kunjungi   "
"643","Positif",2,"kemegahan bangunan bangunan candi   kawasan prambanan merun kawasan atasan  kabun sleman provinsi diy  kabun klaten provinsi jawa   banyaknya situs  tersebar    kawasan prambanan  "
"644","Positif",2,"temwisata sejarah yg keren  kassna   aikan watan  bbrndi cocok membawa anak tuk memenalkan sejarah"
"645","Positif",1,"candi hindu yg   indah wajib kesini"
"646","Positif",1," enak  tiket terusan  rb walaucuma  taran  ga       mengenal   sejarah indonesia tercinta  "
"647","Positif",1,"pas ama liat candi  si waww banget  diluar ekssi kirain  candinya  aja ts lihat masyaalloh takjungett  bner indah  megah banget klo ga salah   candi  yg   candi utamanya yg bsa dimasukin "
"648","Netral",0,"slalu  tembersejarah  karna nama deya  dgn namaku temini wajib  lestarikan  wajib berkunjung kesini"
"649","Positif",1,"definisi wisata histori  keren"
"650","Netral",0,"peninggalan kerajaan jaman hindu  u  arsitekturnya yg   menyusun batu yg dibentuk taisa kokoh berdiri ratusan  "
"651","Netral",0,"  emi tetaka   tetanjalankan okol kesehatan  ketat  htm  rb  wisatawan domestik "
"652","Positif",1,"pas ama liat candi  si waww banget  diluar ekssi kirain  candinya  aja ts lihat masyaalloh takjungett  bner indah  megah banget klo ga salah   candi  yg   candi utamanya yg bsa dimasukin "
"653","Negatif",-1," indonesia   candi   megah    kunjungi candi prambanan salah   wajib  kunjungi  berjarak  menit  kota yogyakarta "
"654","Positif",2,"mantaewnya banget suasana cerah    indah candi prambanan ya tiketnya  k  wisata  prambanan"
"655","Netral",0,"puas deh berlibur  prambanan  sisi kanan u masuk kmu  belanja   khas prambanan   baju samakanan "
"656","Netral",0,"salah  cita  dr   main   candi prambanan hehehe  alhamdulillah kesam   usia ham th amazing e with amazing soul  temya bersihhhhhh toilet bersih kalo siang s bgt    jaga "
"657","Positif",1,"candi hindu terbesar  indonesia arsitekturnya keren    ujung candi  jatuh disebabkan gemesar  kawasan gunung merapi"
"658","Positif",2,"gak  ah bosen liburan kesini  karna temya luas  sejuk makanan   khas jogja nya cukurah "
"659","Negatif",-1,"salah   terbaik  mengunjungi candi prambanan menurutku  sore  seleshalat ashar mengacukua foto    suasana  candi prambanan  matahari  tenggelam  i matahari "
"660","Negatif",-2,"candi   terkenal   org saran  cerita rakyatnya bangunan yg megah  menakjubkan  mata yg   terkesima   bangunan semegah        malam tulah kisahnya"
"661","Positif",1,"candi prambanan temwisata  nyaman  keluarga belajar sejarah  museum   didalam  foto foto  terlamdadilihat   harga tiket sam"
"662","Positif",4," emi tetebuka dgn prokes keamanan  kebersihan  bagus parkir  nyaman tiket masuk lumayan mahal r orang"
"663","Netral",0,"candi prambanan terletak  jogjakarta  kelebihan candi prambanan  "
"664","Negatif",-1,"peninggalan sejarah nenek moyang   "
"665","Positif",1,"peninggalan sejarah fenomenal  legenda roro jonggrangnya"
